// Co-polarized Raman gain spectrum for DCF fibers
# df	RamanGain
# [ Hz ] [ 1/m/W ]
# PumpWavelength [ nm ] 1500
5.30000E+12	  1.96251E-03
5.35000E+12	  1.98375E-03
5.40000E+12	  2.00500E-03
5.45000E+12	  2.02378E-03
5.50000E+12	  2.04078E-03
5.55000E+12	  2.05776E-03
5.60000E+12	  2.07476E-03
5.65000E+12	  2.09184E-03
5.70000E+12	  2.10920E-03
5.75000E+12	  2.12658E-03
5.80000E+12	  2.14396E-03
5.85000E+12	  2.16068E-03
5.90000E+12	  2.17720E-03
5.95000E+12	  2.19520E-03
6.00000E+12	  2.22060E-03
6.05000E+12	  2.24220E-03
6.10000E+12	  2.25870E-03
6.15000E+12	  2.27166E-03
6.20000E+12	  2.28372E-03
6.25000E+12	  2.30776E-03
6.30000E+12	  2.33226E-03
6.35000E+12	  2.35664E-03
6.40000E+12	  2.38072E-03
6.45000E+12	  2.40480E-03
6.50000E+12	  2.42888E-03
6.55000E+12	  2.44920E-03
6.60000E+12	  2.46900E-03
6.65000E+12	  2.48884E-03
6.70000E+12	  2.50864E-03
6.75000E+12	  2.53298E-03
6.80000E+12	  2.56098E-03
6.85000E+12	  2.58900E-03
6.90000E+12	  2.61700E-03
6.95000E+12	  2.64706E-03
7.00000E+12	  2.68470E-03
7.05000E+12	  2.72078E-03
7.10000E+12	  2.75138E-03
7.15000E+12	  2.78198E-03
7.20000E+12	  2.81258E-03
7.25000E+12	  2.84232E-03
7.30000E+12	  2.87208E-03
7.35000E+12	  2.90270E-03
7.40000E+12	  2.93984E-03
7.45000E+12	  2.97698E-03
7.50000E+12	  3.00702E-03
7.55000E+12	  3.03534E-03
7.60000E+12	  3.06364E-03
7.65000E+12	  3.09196E-03
7.70000E+12	  3.12194E-03
7.75000E+12	  3.15380E-03
7.80000E+12	  3.18564E-03
7.85000E+12	  3.21750E-03
7.90000E+12	  3.24486E-03
7.95000E+12	  3.27146E-03
8.00000E+12	  3.29596E-03
8.05000E+12	  3.32046E-03
8.10000E+12	  3.34496E-03
8.15000E+12	  3.37986E-03
8.20000E+12	  3.41748E-03
8.25000E+12	  3.46516E-03
8.30000E+12	  3.51160E-03
8.35000E+12	  3.54730E-03
8.40000E+12	  3.58300E-03
8.45000E+12	  3.61858E-03
8.50000E+12	  3.65350E-03
8.55000E+12	  3.68788E-03
8.60000E+12	  3.71834E-03
8.65000E+12	  3.74880E-03
8.70000E+12	  3.77928E-03
8.75000E+12	  3.81310E-03
8.80000E+12	  3.85404E-03
8.85000E+12	  3.89450E-03
8.90000E+12	  3.92608E-03
8.95000E+12	  3.95764E-03
9.00000E+12	  3.99338E-03
9.05000E+12	  4.03148E-03
9.10000E+12	  4.07100E-03
9.15000E+12	  4.11622E-03
9.20000E+12	  4.16248E-03
9.25000E+12	  4.19552E-03
9.30000E+12	  4.22344E-03
9.35000E+12	  4.25134E-03
9.40000E+12	  4.28176E-03
9.45000E+12	  4.31362E-03
9.50000E+12	  4.34548E-03
9.55000E+12	  4.37748E-03
9.60000E+12	  4.41024E-03
9.65000E+12	  4.44300E-03
9.70000E+12	  4.47576E-03
9.75000E+12	  4.51154E-03
9.80000E+12	  4.54790E-03
9.85000E+12	  4.58454E-03
9.90000E+12	  4.62388E-03
9.95000E+12	  4.66322E-03
1.00000E+13	  4.70346E-03
1.00500E+13	  4.74430E-03
1.01000E+13	  4.78514E-03
1.01500E+13	  4.82614E-03
1.02000E+13	  4.86714E-03
1.02500E+13	  4.90816E-03
1.03000E+13	  4.94382E-03
1.03500E+13	  4.97594E-03
1.04000E+13	  5.00644E-03
1.04500E+13	  5.03620E-03
1.05000E+13	  5.06644E-03
1.05500E+13	  5.09862E-03
1.06000E+13	  5.13080E-03
1.06500E+13	  5.15920E-03
1.07000E+13	  5.18436E-03
1.07500E+13	  5.20954E-03
1.08000E+13	  5.23470E-03
1.08500E+13	  5.26076E-03
1.09000E+13	  5.29188E-03
1.09500E+13	  5.32304E-03
1.10000E+13	  5.35418E-03
1.10500E+13	  5.38532E-03
1.11000E+13	  5.41990E-03
1.11500E+13	  5.45528E-03
1.12000E+13	  5.49068E-03
1.12500E+13	  5.52246E-03
1.13000E+13	  5.54726E-03
1.13500E+13	  5.57204E-03
1.14000E+13	  5.59682E-03
1.14500E+13	  5.63394E-03
1.15000E+13	  5.67288E-03
1.15500E+13	  5.71180E-03
1.16000E+13	  5.74362E-03
1.16500E+13	  5.76486E-03
1.17000E+13	  5.78610E-03
1.17500E+13	  5.80732E-03
1.18000E+13	  5.83516E-03
1.18500E+13	  5.86348E-03
1.19000E+13	  5.89178E-03
1.19500E+13	  5.92010E-03
1.20000E+13	  5.94840E-03
1.20500E+13	  5.97672E-03
1.21000E+13	  6.00504E-03
1.21500E+13	  6.03308E-03
1.22000E+13	  6.05984E-03
1.22500E+13	  6.08260E-03
1.23000E+13	  6.10532E-03
1.23500E+13	  6.12808E-03
1.24000E+13	  6.15080E-03
1.24500E+13	  6.17348E-03
1.25000E+13	  6.19614E-03
1.25500E+13	  6.21880E-03
1.26000E+13	  6.24146E-03
1.26500E+13	  6.25914E-03
1.27000E+13	  6.27330E-03
1.27500E+13	  6.28746E-03
1.28000E+13	  6.30162E-03
1.28500E+13	  6.31576E-03
1.29000E+13	  6.32992E-03
1.29500E+13	  6.34408E-03
1.30000E+13	  6.35094E-03
1.30500E+13	  6.35378E-03
1.31000E+13	  6.35660E-03
1.31500E+13	  6.35944E-03
1.32000E+13	  6.35704E-03
1.32500E+13	  6.34288E-03
1.33000E+13	  6.32872E-03
1.33500E+13	  6.31458E-03
1.34000E+13	  6.27672E-03
1.34500E+13	  6.23680E-03
1.35000E+13	  6.21908E-03
1.35500E+13	  6.20138E-03
1.36000E+13	  6.18368E-03
1.36500E+13	  6.16328E-03
1.37000E+13	  6.14132E-03
1.37500E+13	  6.11936E-03
1.38000E+13	  6.09648E-03
1.38500E+13	  6.06888E-03
1.39000E+13	  6.04130E-03
1.39500E+13	  6.01370E-03
1.40000E+13	  5.98180E-03
1.40500E+13	  5.94802E-03
1.41000E+13	  5.91422E-03
1.41500E+13	  5.88644E-03
1.42000E+13	  5.87942E-03
1.42500E+13	  5.87242E-03
1.43000E+13	  5.87646E-03
1.43500E+13	  5.88568E-03
1.44000E+13	  5.89756E-03
1.44500E+13	  6.03478E-03
1.45000E+13	  6.18458E-03
1.45500E+13	  6.28018E-03
1.46000E+13	  6.14602E-03
1.46500E+13	  5.94540E-03
1.47000E+13	  5.71182E-03
1.47500E+13	  5.52522E-03
1.48000E+13	  5.32500E-03
1.48500E+13	  5.09920E-03
1.49000E+13	  4.85428E-03
1.49500E+13	  4.57026E-03
1.50000E+13	  4.23762E-03
1.50500E+13	  3.96616E-03
1.51000E+13	  3.68012E-03
1.51500E+13	  3.40040E-03
1.52000E+13	  3.14796E-03
1.52500E+13	  2.96034E-03
1.53000E+13	  2.80444E-03
1.53500E+13	  2.67048E-03
1.54000E+13	  2.56622E-03
1.54500E+13	  2.49278E-03
1.55000E+13	  2.42258E-03
1.55500E+13	  2.35888E-03
1.56000E+13	  2.29518E-03
1.56500E+13	  2.23148E-03
1.57000E+13	  2.18204E-03
1.57500E+13	  2.13484E-03
1.58000E+13	  2.08764E-03
1.58500E+13	  2.04044E-03
1.59000E+13	  1.99324E-03
1.59500E+13	  1.95476E-03
1.60000E+13	  1.92077E-03
1.60500E+13	  1.88678E-03
1.61000E+13	  1.85280E-03
1.61500E+13	  1.81881E-03
1.62000E+13	  1.78470E-03
1.62500E+13	  1.75024E-03
1.63000E+13	  1.71577E-03
1.63500E+13	  1.68130E-03
1.64000E+13	  1.64683E-03
1.64500E+13	  1.61595E-03
1.65000E+13	  1.59573E-03
1.65500E+13	  1.57550E-03
1.66000E+13	  1.55528E-03
1.66500E+13	  1.53506E-03
1.67000E+13	  1.51483E-03
1.67500E+13	  1.49570E-03
1.68000E+13	  1.48154E-03
1.68500E+13	  1.46738E-03
1.69000E+13	  1.45322E-03
1.69500E+13	  1.43906E-03
1.70000E+13	  1.42491E-03
1.70500E+13	  1.41167E-03
1.71000E+13	  1.40601E-03
1.71500E+13	  1.40034E-03
1.72000E+13	  1.39468E-03
1.72500E+13	  1.38902E-03
1.73000E+13	  1.39998E-03
1.73500E+13	  1.41592E-03
1.74000E+13	  1.43185E-03
1.74500E+13	  1.44778E-03
1.75000E+13	  1.46371E-03
1.75500E+13	  1.47964E-03
1.76000E+13	  1.49558E-03
1.76500E+13	  1.52414E-03
1.77000E+13	  1.55526E-03
1.77500E+13	  1.58637E-03
1.78000E+13	  1.62826E-03
1.78500E+13	  1.69790E-03
1.79000E+13	  1.77598E-03
1.79500E+13	  1.87387E-03
1.80000E+13	  1.97832E-03
1.80500E+13	  2.02552E-03
1.81000E+13	  2.07272E-03
1.81500E+13	  2.09706E-03
1.82000E+13	  2.09012E-03
1.82500E+13	  2.05116E-03
1.83000E+13	  2.00610E-03
1.83500E+13	  1.96004E-03
1.84000E+13	  1.90342E-03
1.84500E+13	  1.84679E-03
1.85000E+13	  1.79017E-03
1.85500E+13	  1.72382E-03
1.86000E+13	  1.65140E-03
1.86500E+13	  1.57845E-03
1.87000E+13	  1.46769E-03
1.87500E+13	  1.37028E-03
1.88000E+13	  1.30756E-03
1.88500E+13	  1.24508E-03
1.89000E+13	  1.18310E-03
1.89500E+13	  1.12114E-03
1.90000E+13	  1.06841E-03
1.90500E+13	  1.02038E-03
1.91000E+13	  9.88216E-04
1.91500E+13	  9.56056E-04
1.92000E+13	  9.23904E-04
1.92500E+13	  8.91744E-04
1.93000E+13	  8.59592E-04
1.93500E+13	  8.31280E-04
1.94000E+13	  8.02968E-04
1.94500E+13	  7.74654E-04
1.95000E+13	  7.46336E-04
1.95500E+13	  7.18014E-04
1.96000E+13	  6.89690E-04
1.96500E+13	  6.61368E-04
1.97000E+13	  6.36622E-04
1.97500E+13	  6.26554E-04
1.98000E+13	  6.16486E-04
1.98500E+13	  6.06416E-04
1.99000E+13	  5.96348E-04
1.99500E+13	  5.86280E-04
2.00000E+13	  5.76210E-04
2.00500E+13	  5.66142E-04
2.01000E+13	  5.57792E-04
2.01500E+13	  5.52130E-04
2.02000E+13	  5.46468E-04
2.02500E+13	  5.40804E-04
2.03000E+13	  5.35142E-04
2.03500E+13	  5.29480E-04
2.04000E+13	  5.23818E-04
2.04500E+13	  5.18156E-04
2.05000E+13	  5.13436E-04
2.05500E+13	  5.09390E-04
2.06000E+13	  5.05344E-04
2.06500E+13	  5.01300E-04
2.07000E+13	  4.97256E-04
2.07500E+13	  4.93210E-04
2.08000E+13	  4.90326E-04
2.08500E+13	  4.88556E-04
2.09000E+13	  4.86784E-04
2.09500E+13	  4.85016E-04
2.10000E+13	  4.83244E-04
2.10500E+13	  4.81474E-04
2.11000E+13	  4.79704E-04
2.11500E+13	  4.78556E-04
2.12000E+13	  4.77870E-04
2.12500E+13	  4.77184E-04
2.13000E+13	  4.76498E-04
2.13500E+13	  4.75812E-04
2.14000E+13	  4.75126E-04
2.14500E+13	  4.74440E-04
2.15000E+13	  4.73756E-04
2.15500E+13	  4.73070E-04
2.16000E+13	  4.73560E-04
2.16500E+13	  4.74184E-04
2.17000E+13	  4.74806E-04
2.17500E+13	  4.75430E-04
2.18000E+13	  4.76052E-04
2.18500E+13	  4.76676E-04
2.19000E+13	  4.77300E-04
2.19500E+13	  4.77922E-04
2.20000E+13	  4.78546E-04
2.20500E+13	  4.80628E-04
2.21000E+13	  4.85346E-04
2.21500E+13	  4.90064E-04
2.22000E+13	  4.94784E-04
2.22500E+13	  4.99504E-04
2.23000E+13	  5.04222E-04
2.23500E+13	  5.08940E-04
2.24000E+13	  5.13660E-04
2.24500E+13	  5.18380E-04
2.25000E+13	  5.23098E-04
2.25500E+13	  5.27818E-04
2.26000E+13	  5.32536E-04
2.26500E+13	  5.37256E-04
2.27000E+13	  5.46630E-04
2.27500E+13	  5.64884E-04
2.28000E+13	  5.83140E-04
2.28500E+13	  6.01394E-04
2.29000E+13	  6.19648E-04
2.29500E+13	  6.37902E-04
2.30000E+13	  6.56156E-04
2.30500E+13	  6.83978E-04
2.31000E+13	  7.25794E-04
2.31500E+13	  7.67610E-04
2.32000E+13	  8.09424E-04
2.32500E+13	  8.54656E-04
2.33000E+13	  9.01488E-04
2.33500E+13	  9.43568E-04
2.34000E+13	  9.75552E-04
2.34500E+13	  1.00753E-03
2.35000E+13	  1.03951E-03
2.35500E+13	  1.05406E-03
2.36000E+13	  1.06586E-03
2.36500E+13	  1.07765E-03
2.37000E+13	  1.08945E-03
2.37500E+13	  1.10125E-03
2.38000E+13	  1.10926E-03
2.38500E+13	  1.11534E-03
2.39000E+13	  1.12140E-03
2.39500E+13	  1.12747E-03
2.40000E+13	  1.13354E-03
2.40500E+13	  1.13961E-03
2.41000E+13	  1.13690E-03
2.41500E+13	  1.12806E-03
2.42000E+13	  1.11921E-03
2.42500E+13	  1.11036E-03
2.43000E+13	  1.10151E-03
2.43500E+13	  1.09266E-03
2.44000E+13	  1.08382E-03
2.44500E+13	  1.07356E-03
2.45000E+13	  1.06255E-03
2.45500E+13	  1.05154E-03
2.46000E+13	  1.04053E-03
2.46500E+13	  1.02951E-03
2.47000E+13	  1.01850E-03
2.47500E+13	  1.00749E-03
2.48000E+13	  9.96480E-04
2.48500E+13	  9.80432E-04
2.49000E+13	  9.63448E-04
2.49500E+13	  9.46464E-04
2.50000E+13	  9.29480E-04
2.50500E+13	  9.11536E-04
2.51000E+13	  8.92656E-04
2.51500E+13	  8.73784E-04
2.52000E+13	  8.59160E-04
2.52500E+13	  8.45000E-04
2.53000E+13	  8.30840E-04
2.53500E+13	  8.16688E-04
2.54000E+13	  8.02528E-04
2.54500E+13	  7.88372E-04
2.55000E+13	  7.68340E-04
2.55500E+13	  7.47106E-04
2.56000E+13	  7.25872E-04
2.56500E+13	  7.00388E-04
2.57000E+13	  6.67350E-04
2.57500E+13	  6.34312E-04
2.58000E+13	  6.12902E-04
2.58500E+13	  5.95208E-04
2.59000E+13	  5.77512E-04
2.59500E+13	  5.59476E-04
2.60000E+13	  5.40596E-04
2.60500E+13	  5.21716E-04
2.61000E+13	  4.99600E-04
2.61500E+13	  4.76002E-04
2.62000E+13	  4.53196E-04
2.62500E+13	  4.39032E-04
2.63000E+13	  4.25052E-04
2.63500E+13	  4.11410E-04
2.64000E+13	  3.97770E-04
2.64500E+13	  3.84130E-04
2.65000E+13	  3.70488E-04
2.65500E+13	  3.56848E-04
2.66000E+13	  3.44762E-04
2.66500E+13	  3.36710E-04
2.67000E+13	  3.28660E-04
2.67500E+13	  3.20608E-04
2.68000E+13	  3.12556E-04
2.68500E+13	  3.04506E-04
2.69000E+13	  2.96454E-04
2.69500E+13	  2.88404E-04
2.70000E+13	  2.80352E-04
2.70500E+13	  2.72300E-04
2.71000E+13	  2.66242E-04
2.71500E+13	  2.60896E-04
2.72000E+13	  2.55552E-04
2.72500E+13	  2.50208E-04
2.73000E+13	  2.45868E-04
2.73500E+13	  2.43038E-04
2.74000E+13	  2.40208E-04
2.74500E+13	  2.37380E-04
2.75000E+13	  2.34550E-04
2.75500E+13	  2.31720E-04
2.76000E+13	  2.28890E-04
2.76500E+13	  2.26060E-04
2.77000E+13	  2.23232E-04
2.77500E+13	  2.20402E-04
2.78000E+13	  2.18022E-04
2.78500E+13	  2.15716E-04
2.79000E+13	  2.13410E-04
2.79500E+13	  2.11104E-04
2.80000E+13	  2.08798E-04
2.80500E+13	  2.06492E-04
2.81000E+13	  2.04188E-04
2.81500E+13	  2.01882E-04
2.82000E+13	  1.99655E-04
2.82500E+13	  1.97782E-04
2.83000E+13	  1.95909E-04
2.83500E+13	  1.94036E-04
2.84000E+13	  1.92162E-04
2.84500E+13	  1.90290E-04
2.85000E+13	  1.88416E-04
2.85500E+13	  1.86766E-04
2.86000E+13	  1.85811E-04
2.86500E+13	  1.84855E-04
2.87000E+13	  1.83899E-04
2.87500E+13	  1.82944E-04
2.88000E+13	  1.81988E-04
2.88500E+13	  1.81032E-04
2.89000E+13	  1.80077E-04
2.89500E+13	  1.80698E-04
2.90000E+13	  1.81458E-04
2.90500E+13	  1.82217E-04
2.91000E+13	  1.82976E-04
2.91500E+13	  1.84562E-04
2.92000E+13	  1.86176E-04
2.92500E+13	  1.87790E-04
2.93000E+13	  1.89403E-04
2.93500E+13	  1.90590E-04
2.94000E+13	  1.91525E-04
2.94500E+13	  1.92461E-04
2.95000E+13	  1.93396E-04
2.95500E+13	  1.94332E-04
2.96000E+13	  1.95267E-04
2.96500E+13	  1.96203E-04
2.97000E+13	  1.97715E-04
2.97500E+13	  1.99485E-04
2.98000E+13	  2.01254E-04
2.98500E+13	  2.03024E-04
2.99000E+13	  2.04794E-04
2.99500E+13	  2.06564E-04
3.00000E+13	  2.08332E-04
3.00500E+13	  2.12268E-04
3.01000E+13	  2.16916E-04
3.01500E+13	  2.21566E-04
3.02000E+13	  2.26214E-04
3.02500E+13	  2.30864E-04
3.03000E+13	  2.35512E-04
3.03500E+13	  2.39462E-04
3.04000E+13	  2.43082E-04
3.04500E+13	  2.46702E-04
3.05000E+13	  2.50322E-04
3.05500E+13	  2.54280E-04
3.06000E+13	  2.59198E-04
3.06500E+13	  2.64118E-04
3.07000E+13	  2.69036E-04
3.07500E+13	  2.73956E-04
3.08000E+13	  2.78876E-04
3.08500E+13	  2.83740E-04
3.09000E+13	  2.88458E-04
3.09500E+13	  2.93176E-04
3.10000E+13	  2.97894E-04
3.10500E+13	  3.02612E-04
3.11000E+13	  3.07486E-04
3.11500E+13	  3.14564E-04
3.12000E+13	  3.21644E-04
3.12500E+13	  3.28724E-04
3.13000E+13	  3.35804E-04
3.13500E+13	  3.42884E-04
3.14000E+13	  3.51996E-04
3.14500E+13	  3.61436E-04
3.15000E+13	  3.70876E-04
3.15500E+13	  3.80314E-04
3.16000E+13	  3.89754E-04
3.16500E+13	  3.98570E-04
3.17000E+13	  4.07064E-04
3.17500E+13	  4.15556E-04
3.18000E+13	  4.24050E-04
3.18500E+13	  4.30472E-04
3.19000E+13	  4.32496E-04
3.19500E+13	  4.34518E-04
3.20000E+13	  4.36542E-04
3.20500E+13	  4.38564E-04
3.21000E+13	  4.40588E-04
3.21500E+13	  4.41662E-04
3.22000E+13	  4.39892E-04
3.22500E+13	  4.38124E-04
3.23000E+13	  4.36354E-04
3.23500E+13	  4.34584E-04
3.24000E+13	  4.32816E-04
3.24500E+13	  4.31046E-04
3.25000E+13	  4.28362E-04
3.25500E+13	  4.23642E-04
3.26000E+13	  4.18922E-04
3.26500E+13	  4.14202E-04
3.27000E+13	  4.09482E-04
3.27500E+13	  4.04362E-04
3.28000E+13	  3.95870E-04
3.28500E+13	  3.87376E-04
3.29000E+13	  3.78884E-04
3.29500E+13	  3.70392E-04
3.30000E+13	  3.66246E-04
3.30500E+13	  3.63414E-04
3.31000E+13	  3.60580E-04
3.31500E+13	  3.57748E-04
3.32000E+13	  3.53084E-04
3.32500E+13	  3.46006E-04
3.33000E+13	  3.38928E-04
3.33500E+13	  3.31852E-04
3.34000E+13	  3.24776E-04
3.34500E+13	  3.17352E-04
3.35000E+13	  3.08738E-04
3.35500E+13	  3.00126E-04
3.36000E+13	  2.91512E-04
3.36500E+13	  2.82900E-04
3.37000E+13	  2.74286E-04
3.37500E+13	  2.66004E-04
3.38000E+13	  2.59534E-04
3.38500E+13	  2.53064E-04
3.39000E+13	  2.46596E-04
3.39500E+13	  2.40126E-04
3.40000E+13	  2.33656E-04
3.40500E+13	  2.29128E-04
3.41000E+13	  2.24704E-04
3.41500E+13	  2.20278E-04
3.42000E+13	  2.15852E-04
3.42500E+13	  2.11428E-04
3.43000E+13	  2.08240E-04
3.43500E+13	  2.06910E-04
3.44000E+13	  2.05580E-04
3.44500E+13	  2.04248E-04
3.45000E+13	  2.02918E-04
3.45500E+13	  2.01588E-04
3.46000E+13	  2.00258E-04
3.46500E+13	  1.99442E-04
3.47000E+13	  1.98750E-04
3.47500E+13	  1.98058E-04
3.48000E+13	  1.97366E-04
3.48500E+13	  1.97000E-04
3.49000E+13	  1.97000E-04
3.49500E+13	  1.97000E-04
3.50000E+13	  1.97000E-04
3.50500E+13	  0.00000E+00
1.00000E+14	  0.00000E+00
             
